EmployeeID,Branch,Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,EnvironmentSatisfaction,ChurnLikelihood
357,New York,3.0,70500.0,Human Resources,2.0,4.0,Medium,Married,Bachelor,3.6666666666666665,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
358,Scranton,4.0,56000.0,Public Relations,3.0,3.0,Medium,Single,Master,3.6666666666666665,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
359,Chicago,3.0,62000.0,Sales,3.0,4.0,Short,Married,High School,3.6666666666666665,96.0,True,4.0,0.0,3.0,Moderately Likely to Churn
360,Scranton,12.0,55500.0,IT Support,4.0,4.5,Medium,Divorced,Bachelor,3.0,18.0,True,2.0,6.0,2.0,Highly Likely to Churn
361,Philadelphia,6.0,63500.0,Marketing,3.0,4.5,Short,Married,High School,3.6666666666666665,,,3.0,0.0,2.0,Highly Likely to Churn
362,Los Angeles,7.0,79000.0,Product Management,2.0,4.0,Short,Married,Master,3.3333333333333335,36.0,True,4.0,1.0,2.0,Highly Likely to Churn
363,Scranton,5.0,63500.0,Sales,5.0,3.859858835739208,Short,Married,Bachelor,3.8797837165838036,24.168004611170172,True,3.5993398276109088,0.0,3.3909860203344984,Moderately Likely to Churn
364,Atlanta,4.0,58500.0,Marketing,3.0,4.0,Short,Married,Master,4.0,12.0,True,3.0,0.0,3.0,Highly Likely to Churn
365,,9.0,70000.0,Marketing,2.0,4.0,Long,Divorced,Bachelor,3.3333333333333335,24.0,,3.0,1.0,2.0,Highly Likely to Churn
366,Philadelphia,3.0,57000.0,Customer Service,4.0,3.0,Long,Divorced,High School,2.6666666666666665,,True,3.0,0.0,2.0,Highly Likely to Churn
367,Denver,13.0,66000.0,Accounting,3.0,3.0,Medium,Single,Bachelor,2.6666666666666665,30.0,True,4.0,1.0,3.0,Highly Likely to Churn
368,Denver,13.0,70000.0,Legal,1.0,3.5,Long,Married,Bachelor,3.0,12.0,True,3.0,3.0,2.0,Highly Likely to Churn
369,Philadelphia,8.0,66000.0,IT Support,4.0,4.0,Short,Married,Bachelor,4.0,6.0,True,4.0,2.0,2.0,Highly Likely to Churn
370,Denver,2.0,52000.0,Customer Service,3.0,3.0,Long,Single,Bachelor,3.0,30.0,True,3.0,0.0,2.0,Highly Likely to Churn
371,Los Angeles,8.0,,Accounting,2.0,4.0,Short,Married,Bachelor,4.0,24.0,True,5.0,1.0,4.0,Moderately Likely to Churn
372,Scranton,6.0,56000.0,Accounting,4.0,4.0,Long,Divorced,Master,3.3333333333333335,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
373,Philadelphia,20.0,82000.0,Marketing,3.0,3.5,Medium,Married,Bachelor,3.3333333333333335,18.0,True,4.0,7.0,2.0,Highly Likely to Churn
374,San Francisco,6.0,62500.0,Customer Service,5.0,4.0,Short,Single,High School,4.0,48.0,,4.0,0.0,3.0,Moderately Likely to Churn
375,Denver,11.0,70000.0,Marketing,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,,True,3.0,0.0,2.0,Highly Likely to Churn
376,Philadelphia,5.0,66000.0,Accounting,2.0,3.5,Short,Married,High School,4.0,72.0,True,4.0,0.0,3.0,Moderately Likely to Churn
377,Philadelphia,3.0,59500.0,Facilities Management,4.0,2.9459849407804675,Short,Married,Bachelor,1.9338742317133433,36.19448892193789,True,4.436839487706208,0.0,2.940309646170724,Moderately Likely to Churn
378,Philadelphia,4.0,72000.0,Product Management,4.0,4.10974417617866,Long,Married,Bachelor,3.1533387183348776,36.08521231253319,True,3.326087077712538,0.0,2.896691850207767,Moderately Likely to Churn
379,San Francisco,7.0,64500.0,Public Relations,3.0,3.5,Medium,Single,High School,2.6666666666666665,64.0,True,2.0,0.0,,Highly Likely to Churn
380,Los Angeles,11.0,70500.0,Human Resources,5.0,4.0,Medium,Married,Master,3.0,12.0,True,3.0,5.0,2.0,Highly Likely to Churn
381,Los Angeles,4.0,78500.0,Research and Development,4.0,4.5,Short,Divorced,Bachelor,3.6666666666666665,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn
382,Chicago,4.0,65500.0,Public Relations,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,6.0,True,3.0,0.0,2.0,Highly Likely to Churn
383,Seattle,7.0,64500.0,Accounting,4.0,3.5,Long,Married,High School,3.0,80.0,True,3.0,1.0,2.0,Highly Likely to Churn
384,Boston,6.0,68000.0,Accounting,5.0,3.5,Medium,Divorced,Bachelor,3.3333333333333335,24.0,,,0.0,2.0,Highly Likely to Churn
385,Dallas,5.0,59500.0,Procurement,4.0,3.5,Short,Married,Bachelor,3.6666666666666665,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn
386,Los Angeles,4.0,55000.0,Public Relations,3.0,3.5,Medium,Married,Bachelor,3.3333333333333335,30.0,True,4.0,0.0,4.0,Moderately Likely to Churn
387,New York,5.0,73000.0,Marketing,4.0,,Short,Married,Bachelor,3.3333333333333335,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
388,Miami,6.0,65000.0,Quality Assurance,2.0,4.185686894903624,Short,Single,Bachelor,3.456459417296697,24.337135313426703,True,3.8390324284615365,0.0,2.8668981445189456,Highly Likely to Churn
389,Los Angeles,4.0,69500.0,Human Resources,4.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,2.0,Highly Likely to Churn
390,Scranton,2.0,57000.0,Sales,5.0,3.5,Short,Married,Bachelor,3.6666666666666665,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn
391,Philadelphia,8.0,67000.0,Legal,5.0,5.0,Long,Divorced,High School,2.688648073686828,47.60000167012285,True,2.9735937174064415,2.0,2.952345539522153,Moderately Likely to Churn
392,Miami,3.0,64000.0,Accounting,3.0,4.0,Short,Married,Bachelor,3.6666666666666665,12.0,True,4.0,0.0,4.0,Highly Likely to Churn
393,Chicago,12.0,62500.0,IT Support,4.0,4.0,Long,Single,Bachelor,4.333333333333333,18.0,True,5.0,2.0,4.0,Slightly Likely to Churn
394,New York,6.0,67000.0,Sales,4.0,,Long,Married,High School,3.6666666666666665,56.0,True,5.0,0.0,3.0,Moderately Likely to Churn
395,Philadelphia,4.0,65000.0,Sales,2.0,4.0,Short,Married,High School,3.6666666666666665,64.0,True,5.0,0.0,3.0,Moderately Likely to Churn
396,Los Angeles,12.0,78000.0,Human Resources,4.0,3.5,Long,Single,Bachelor,3.6666666666666665,,,4.0,2.0,3.0,Moderately Likely to Churn
397,Denver,5.0,67000.0,Customer Service,4.0,4.5,Medium,Single,Bachelor,4.0,,True,4.0,0.0,3.0,Highly Likely to Churn
398,Miami,14.0,61000.0,Accounting,5.0,4.5,Short,Divorced,High School,3.3333333333333335,72.0,True,3.0,2.0,2.0,Highly Likely to Churn
399,Los Angeles,6.0,71000.0,Sales,4.0,4.0,Short,Married,Bachelor,3.3333333333333335,18.0,True,3.0,0.0,2.0,Highly Likely to Churn
400,Atlanta,5.0,61000.0,Research and Development,,3.5,Medium,Single,High School,3.0,88.0,True,4.0,0.0,2.0,Highly Likely to Churn
401,Boston,4.0,60500.0,Sales,3.0,3.5,Long,Divorced,High School,3.6666666666666665,56.0,True,3.0,0.0,2.0,Highly Likely to Churn
402,Scranton,5.0,54500.0,Operations,4.0,3.5,Medium,Divorced,Bachelor,3.3333333333333335,12.0,True,4.0,0.0,4.0,Slightly Likely to Churn
403,Denver,7.0,69000.0,IT Support,5.0,4.5,Medium,Single,Bachelor,3.3333333333333335,30.0,True,4.0,0.0,2.0,Highly Likely to Churn
404,Chicago,6.0,57000.0,Operations,5.0,3.5,Medium,Married,High School,4.0,88.0,True,,0.0,3.0,Moderately Likely to Churn
405,Chicago,14.0,89000.0,Sales,3.0,4.5,Short,Divorced,Bachelor,4.0,24.0,,4.0,4.0,3.0,Moderately Likely to Churn
406,Atlanta,7.0,69500.0,Legal,5.0,4.0,Long,Single,Bachelor,3.6666666666666665,18.0,True,4.0,0.0,2.0,Highly Likely to Churn
407,Los Angeles,7.0,69000.0,Human Resources,3.0,3.0,Medium,Single,Bachelor,3.3333333333333335,6.0,True,4.0,0.0,3.0,Moderately Likely to Churn
408,Atlanta,3.0,63500.0,Human Resources,3.0,3.5,Long,Married,Bachelor,2.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
409,Boston,4.0,58000.0,Administration,5.0,3.5,Long,Divorced,Bachelor,3.3333333333333335,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
410,Philadelphia,5.0,62000.0,Quality Assurance,4.0,4.0,Medium,Married,Bachelor,3.3333333333333335,,,4.0,0.0,3.0,Moderately Likely to Churn
411,Dallas,7.0,66500.0,Public Relations,2.0,4.0,Long,Married,Bachelor,4.0,30.0,True,4.0,1.0,3.0,Moderately Likely to Churn
412,Dallas,12.0,75500.0,Operations,2.0,4.5,Medium,Married,High School,4.333333333333333,64.0,True,4.0,0.0,3.0,Moderately Likely to Churn
413,Seattle,8.0,74000.0,Legal,2.0,3.0,Medium,Married,Bachelor,3.0,24.0,True,3.0,2.0,2.0,Highly Likely to Churn
414,Chicago,2.0,61000.0,Procurement,4.0,3.5,Medium,Married,Master,3.3333333333333335,30.0,True,4.0,0.0,3.0,Moderately Likely to Churn
415,Scranton,10.0,62000.0,Administration,3.0,3.5,Short,Married,Bachelor,3.3333333333333335,,True,,3.0,3.0,Moderately Likely to Churn
416,Atlanta,5.0,57000.0,Administration,3.0,4.0,Long,Divorced,Bachelor,4.0,30.0,True,4.0,0.0,3.0,Highly Likely to Churn
417,Philadelphia,9.0,71000.0,Administration,4.0,,Short,Single,Bachelor,3.6724393281526138,11.96939818128018,True,3.1433356055720214,0.0,2.7559522250917223,Highly Likely to Churn
418,Miami,7.0,64000.0,Sales,3.0,4.0,Long,Single,High School,3.3333333333333335,32.0,True,3.0,1.0,3.0,Highly Likely to Churn
419,Los Angeles,2.0,71500.0,Accounting,5.0,3.0,Short,Married,Bachelor,3.3333333333333335,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
420,Boston,5.0,52000.0,Human Resources,5.0,3.6394906645170466,Short,Single,High School,3.218029073839053,,True,1.505266497785989,0.0,3.017328099445176,Highly Likely to Churn
421,New York,4.0,73500.0,Sales,3.0,3.5,Short,Married,Bachelor,4.0,18.0,True,4.0,0.0,3.0,Moderately Likely to Churn
422,Scranton,4.0,55500.0,Customer Service,5.0,,Medium,Married,Bachelor,3.6666666666666665,18.0,,4.0,0.0,4.0,Moderately Likely to Churn
423,Los Angeles,10.0,71000.0,Procurement,4.0,4.5,Medium,Married,Bachelor,3.6666666666666665,12.0,True,4.0,1.0,3.0,Moderately Likely to Churn
424,Miami,5.0,55000.0,Procurement,5.0,4.0,Short,Married,High School,4.0,88.0,True,3.0,0.0,2.0,Highly Likely to Churn
425,Denver,10.0,72000.0,Sales,2.0,3.5,Long,Married,High School,3.3333333333333335,32.0,True,3.0,0.0,2.0,Highly Likely to Churn
426,New York,8.0,73000.0,Product Management,5.0,3.5,Short,Divorced,Bachelor,4.0,12.0,True,4.0,1.0,2.0,Highly Likely to Churn
427,Atlanta,,65500.0,Public Relations,3.0,4.0,Medium,Married,Bachelor,4.0,18.0,True,,0.0,3.0,Highly Likely to Churn
428,Atlanta,5.0,55000.0,Marketing,2.0,3.5,Medium,Married,High School,3.6666666666666665,,True,3.0,0.0,2.0,Highly Likely to Churn
429,Scranton,16.0,73500.0,Accounting,3.0,3.0,Short,Divorced,Bachelor,3.0,36.0,True,2.0,9.0,2.0,Highly Likely to Churn
430,Miami,3.0,49500.0,Customer Service,,3.483103779811108,Long,Married,High School,3.7054393111957076,56.376249021323474,True,3.1660543156985517,0.0,2.7804985786920713,Highly Likely to Churn
431,Chicago,7.0,62000.0,Research and Development,4.0,3.5,Medium,Married,High School,3.3333333333333335,,True,3.0,0.0,3.0,Moderately Likely to Churn
432,Los Angeles,4.0,73000.0,Customer Service,2.0,2.5,Medium,Single,Bachelor,2.3333333333333335,24.0,True,3.0,0.0,2.0,Highly Likely to Churn
433,San Francisco,4.0,73000.0,Sales,4.0,3.5,Medium,Married,High School,3.0,96.0,,2.0,0.0,2.0,Highly Likely to Churn
434,New York,6.0,69500.0,Human Resources,3.0,5.0,Short,Married,Bachelor,3.6386614591126465,18.400401454329792,True,1.5655981053909018,0.0,1.251083968443389,Highly Likely to Churn
435,Chicago,6.0,66000.0,Research and Development,3.0,3.5,Long,Single,Bachelor,3.3333333333333335,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
436,Atlanta,15.0,83500.0,Research and Development,2.0,,Long,Married,Bachelor,3.6666666666666665,30.0,True,4.0,2.0,4.0,Highly Likely to Churn
437,Philadelphia,14.0,86500.0,Sales,3.0,4.5,Short,Divorced,High School,3.3333333333333335,88.0,True,4.0,2.0,3.0,Moderately Likely to Churn
438,Atlanta,6.0,61000.0,IT Support,5.0,3.768094682779767,Short,Single,Bachelor,4.948214487841232,23.661236949668837,True,3.451029062924958,0.0,2.794559858150457,Highly Likely to Churn
439,Miami,7.0,66500.0,Marketing,5.0,4.5,Long,Married,Master,3.6666666666666665,30.0,True,3.0,0.0,1.0,Highly Likely to Churn
440,Scranton,8.0,61500.0,Customer Service,4.0,3.1518006475240763,Medium,Single,Bachelor,3.406672434395471,30.421864534773807,True,4.572415718775882,2.0,2.9643677581585237,Moderately Likely to Churn
441,Seattle,3.0,52000.0,Accounting,2.0,3.5,Medium,Single,High School,3.0,64.0,True,3.0,0.0,2.0,Highly Likely to Churn
442,Atlanta,6.0,71000.0,Sales,4.0,4.0,Short,Married,High School,3.0,64.0,True,3.0,0.0,3.0,Highly Likely to Churn
443,Scranton,9.0,54500.0,Research and Development,4.0,3.5,Long,Married,High School,3.6666666666666665,88.0,True,4.0,2.0,3.0,Moderately Likely to Churn
444,San Francisco,5.0,68500.0,Customer Service,3.0,5.0,Medium,Married,Bachelor,4.666666666666667,18.0,True,3.0,0.0,3.0,Moderately Likely to Churn
445,Seattle,4.0,73500.0,Public Relations,1.0,3.5,Long,Married,Master,3.0,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn
446,Denver,10.0,83000.0,Sales,3.0,4.0,Long,Married,Master,3.6666666666666665,24.0,True,4.0,4.0,3.0,Highly Likely to Churn
447,Chicago,4.0,69000.0,Marketing,4.0,,Medium,Married,High School,3.6666666666666665,96.0,True,4.0,0.0,2.0,Highly Likely to Churn
448,Chicago,5.0,70500.0,Marketing,4.0,3.5,Medium,Divorced,Bachelor,3.6666666666666665,36.0,True,,0.0,1.0,Highly Likely to Churn
449,New York,15.0,75000.0,Marketing,1.0,3.5,Long,Single,Bachelor,3.0,30.0,True,3.0,5.0,2.0,Highly Likely to Churn
450,Seattle,8.0,71000.0,Sales,4.0,5.0,Long,Married,High School,4.0,56.0,True,3.0,2.0,3.0,Moderately Likely to Churn
451,Chicago,3.0,55000.0,IT Support,5.0,4.573435518471285,Medium,Married,High School,3.3589108625652386,64.59683150291605,True,4.865163698137439,0.0,3.508523234232007,Moderately Likely to Churn
452,Boston,5.0,52500.0,Quality Assurance,3.0,4.0,Long,Married,High School,3.6666666666666665,48.0,,4.0,0.0,2.0,Highly Likely to Churn
453,Chicago,7.0,66000.0,Product Management,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
454,Philadelphia,17.0,77500.0,Marketing,5.0,4.0,Medium,Married,Bachelor,3.3333333333333335,30.0,True,3.0,2.0,2.0,Highly Likely to Churn
455,New York,4.0,55500.0,Operations,3.0,4.0,Medium,Divorced,Bachelor,3.0,30.0,True,3.0,0.0,2.0,Highly Likely to Churn
456,Philadelphia,16.0,85000.0,Marketing,2.0,,Short,Married,Bachelor,3.3333333333333335,36.0,True,3.0,9.0,1.0,Highly Likely to Churn
457,Boston,6.0,66500.0,Administration,2.0,,Short,Married,Master,4.0,30.0,True,2.0,0.0,2.0,Highly Likely to Churn
458,San Francisco,13.0,84000.0,Accounting,1.0,3.0,Long,Divorced,High School,3.3333333333333335,96.0,True,3.0,0.0,2.0,Highly Likely to Churn
459,Denver,9.0,69500.0,Sales,3.0,4.0,Long,Divorced,Master,4.0,30.0,True,,2.0,2.0,Highly Likely to Churn
460,Chicago,5.0,47000.0,Facilities Management,2.0,3.5,Long,Married,High School,3.3333333333333335,64.0,True,3.0,0.0,3.0,Moderately Likely to Churn
461,New York,1.0,65000.0,Marketing,4.0,3.7910240237968216,Long,Divorced,Bachelor,3.818271501986687,35.957656928586765,True,2.023732312194044,0.0,1.838612509762205,Highly Likely to Churn
462,Denver,12.0,74000.0,Sales,5.0,4.0,Medium,Single,High School,3.0,40.0,True,3.0,3.0,2.0,Highly Likely to Churn
463,New York,10.0,71500.0,Product Management,3.0,3.5,Long,Married,Bachelor,3.6666666666666665,18.0,True,4.0,4.0,3.0,Moderately Likely to Churn
464,Seattle,3.0,66000.0,Sales,5.0,4.0,Short,Married,Bachelor,3.6666666666666665,6.0,True,4.0,0.0,3.0,Moderately Likely to Churn
465,Los Angeles,16.0,77000.0,Operations,4.0,4.0,Long,Married,Bachelor,4.0,30.0,True,4.0,1.0,3.0,Moderately Likely to Churn
466,Denver,11.0,71000.0,Customer Service,2.0,4.0,Long,Married,Bachelor,3.3333333333333335,30.0,True,3.0,4.0,1.0,Highly Likely to Churn
467,Los Angeles,10.0,70000.0,Sales,3.0,3.5,Medium,Married,Bachelor,3.6666666666666665,6.0,True,4.0,0.0,2.0,Highly Likely to Churn
468,Seattle,9.0,66000.0,Human Resources,3.0,4.0,Medium,Married,Bachelor,4.333333333333333,24.0,True,5.0,2.0,4.0,Moderately Likely to Churn
469,Scranton,9.0,65500.0,Sales,5.0,3.0,Long,Married,Master,3.3333333333333335,18.0,True,4.0,1.0,3.0,Moderately Likely to Churn
470,Philadelphia,3.0,63500.0,Research and Development,4.0,4.0,Medium,Married,Bachelor,3.3333333333333335,36.0,True,2.0,0.0,1.0,Highly Likely to Churn
471,San Francisco,5.0,67500.0,Operations,3.0,3.5,Medium,Divorced,High School,3.3333333333333335,,True,4.0,0.0,2.0,Highly Likely to Churn
472,Philadelphia,9.0,75500.0,Customer Service,4.0,4.5,Short,Divorced,Bachelor,3.6666666666666665,30.0,True,,0.0,4.0,Slightly Likely to Churn
473,Philadelphia,8.0,64000.0,Marketing,3.0,4.588632810944823,Short,Single,High School,2.569362739955456,71.68087798580233,True,4.485226924808279,1.0,2.1152513000071975,Moderately Likely to Churn
474,Scranton,4.0,58500.0,Human Resources,4.0,4.0,Short,Divorced,Bachelor,3.6666666666666665,,True,4.0,0.0,2.0,Highly Likely to Churn
475,San Francisco,6.0,80500.0,Accounting,2.0,3.5,Medium,Single,Master,3.0,30.0,True,4.0,0.0,2.0,Highly Likely to Churn
476,Scranton,7.0,63000.0,Product Management,4.0,4.0,Short,Divorced,Bachelor,3.0,12.0,True,3.0,1.0,3.0,Moderately Likely to Churn
477,Philadelphia,13.0,73000.0,Sales,2.0,3.5,Medium,Married,Bachelor,3.3333333333333335,30.0,True,3.0,7.0,2.0,Highly Likely to Churn
478,Denver,7.0,64500.0,Operations,5.0,4.549235743482336,Medium,Married,Master,4.602173911799578,18.10394037472667,True,2.1164467029093545,0.0,1.462219165137884,Highly Likely to Churn
479,New York,7.0,84500.0,Sales,4.0,3.922565011657649,Long,Married,Bachelor,4.137730062131408,18.17240776113743,True,3.6126102036168724,0.0,2.414766329394216,Highly Likely to Churn
480,Miami,9.0,66500.0,Marketing,3.0,3.5,Long,Married,Bachelor,3.3333333333333335,30.0,True,3.0,1.0,2.0,Highly Likely to Churn
481,Seattle,4.0,66500.0,Marketing,3.0,4.0,Long,Single,Bachelor,3.3333333333333335,18.0,True,3.0,0.0,2.0,Highly Likely to Churn
482,Chicago,12.0,62000.0,Administration,3.0,3.5,Short,Divorced,High School,3.3333333333333335,56.0,True,4.0,5.0,3.0,Moderately Likely to Churn
483,Philadelphia,6.0,59000.0,Sales,5.0,4.5,Short,Married,High School,3.6666666666666665,64.0,True,,0.0,3.0,Moderately Likely to Churn
484,San Francisco,8.0,60500.0,Facilities Management,4.0,3.5,Short,Married,High School,3.3333333333333335,56.0,True,3.0,0.0,3.0,Moderately Likely to Churn
485,Los Angeles,6.0,67000.0,Administration,4.0,4.0,Long,Single,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
486,Seattle,2.0,61000.0,Human Resources,2.0,4.0744719946538615,Medium,Single,Bachelor,4.406148538450602,,True,2.3171107087650906,0.0,1.2622107832324263,Highly Likely to Churn
487,Scranton,9.0,65000.0,Sales,,4.0,Short,Married,High School,4.0,80.0,True,4.0,0.0,4.0,Slightly Likely to Churn
488,Miami,5.0,66000.0,Quality Assurance,3.0,3.5,Short,Married,Master,4.0,18.0,True,,0.0,3.0,Highly Likely to Churn
489,New York,11.0,80500.0,Marketing,5.0,4.0,Medium,Divorced,High School,3.6666666666666665,24.0,True,4.0,4.0,2.0,Highly Likely to Churn
490,Chicago,12.0,72000.0,Public Relations,3.0,4.0,Medium,Married,Bachelor,3.3333333333333335,12.0,True,3.0,6.0,2.0,Highly Likely to Churn
491,Scranton,6.0,62000.0,Facilities Management,2.0,3.4533885749946056,Short,Divorced,Bachelor,3.3338970318790437,24.323422297538347,True,3.62105145197682,0.0,1.0,Highly Likely to Churn
492,Philadelphia,8.0,67000.0,Customer Service,4.0,3.8194373417061733,Long,Married,High School,3.430920168377403,,True,3.5825205668879905,2.0,3.41425937991977,Moderately Likely to Churn
493,Dallas,13.0,79000.0,Quality Assurance,3.0,3.5,Short,Married,Bachelor,3.3333333333333335,24.0,True,4.0,2.0,3.0,Moderately Likely to Churn
494,Chicago,18.0,78500.0,Customer Service,3.0,4.0,Long,Married,Bachelor,3.6666666666666665,,True,4.0,5.0,3.0,Moderately Likely to Churn
495,Denver,7.0,72500.0,Sales,3.0,4.5,Short,Married,Bachelor,3.6666666666666665,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
496,Seattle,3.0,65500.0,Sales,2.0,3.0,Medium,Divorced,Bachelor,3.0,24.0,True,4.0,0.0,3.0,Moderately Likely to Churn
497,Atlanta,3.0,57500.0,Facilities Management,5.0,3.0,Short,Married,High School,3.0,80.0,True,4.0,0.0,3.0,Highly Likely to Churn
498,Seattle,9.0,67500.0,Accounting,2.0,4.0,Long,Married,Bachelor,3.6666666666666665,30.0,True,3.0,2.0,2.0,Highly Likely to Churn
499,Seattle,9.0,66500.0,Operations,4.0,4.0,Short,Married,Bachelor,3.3333333333333335,24.0,True,3.0,1.0,2.0,Highly Likely to Churn
500,Chicago,11.0,77000.0,Legal,4.0,4.5,Medium,Single,High School,3.0,96.0,True,3.0,4.0,2.0,Highly Likely to Churn
501,Los Angeles,11.0,71500.0,Sales,4.0,,Long,Single,High School,4.0,88.0,True,4.0,3.0,3.0,Moderately Likely to Churn
502,Chicago,3.0,52500.0,Procurement,1.0,3.5,Long,Single,High School,3.0,72.0,True,3.0,0.0,2.0,Highly Likely to Churn
503,Denver,7.0,70500.0,Legal,4.0,3.0,Short,Married,Master,3.6666666666666665,18.0,True,4.0,1.0,2.0,Highly Likely to Churn
504,Chicago,18.0,73000.0,Human Resources,2.0,4.0,Medium,Married,Bachelor,4.0,12.0,True,4.0,4.0,3.0,Moderately Likely to Churn
505,Los Angeles,9.0,74000.0,Accounting,4.0,4.0,Long,Married,Bachelor,3.6666666666666665,12.0,True,4.0,3.0,3.0,Moderately Likely to Churn
506,New York,8.0,72500.0,Sales,2.0,4.5,Medium,Divorced,Bachelor,4.666666666666667,12.0,True,5.0,0.0,3.0,Moderately Likely to Churn
507,Dallas,4.0,65000.0,Sales,3.0,3.5,Short,Married,Master,3.3333333333333335,24.0,True,,0.0,3.0,Moderately Likely to Churn
508,New York,8.0,62500.0,Customer Service,3.0,3.5,Long,Single,Bachelor,4.333333333333333,12.0,True,4.0,0.0,3.0,Moderately Likely to Churn
509,Scranton,7.0,67000.0,Legal,5.0,4.0,Short,Single,Bachelor,3.6666666666666665,6.0,True,4.0,1.0,2.0,Highly Likely to Churn
510,San Francisco,8.0,72000.0,Sales,4.0,3.9631849766988463,Long,Married,Bachelor,3.598524726508965,36.250573096402555,True,4.487721404334742,1.0,1.3669035259626128,Highly Likely to Churn
511,Los Angeles,6.0,73500.0,Product Management,3.0,3.5,Long,Single,High School,3.6666666666666665,96.0,True,5.0,0.0,3.0,Moderately Likely to Churn
512,Boston,8.0,74000.0,Sales,3.0,2.5,Short,Single,High School,3.0,96.0,True,,0.0,4.0,Moderately Likely to Churn
513,Boston,6.0,55000.0,Operations,5.0,3.5,Medium,Married,High School,3.3333333333333335,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
514,Seattle,17.0,69000.0,Administration,2.0,3.0,Medium,Married,High School,3.0,,True,3.0,4.0,3.0,Moderately Likely to Churn
515,New York,15.0,82500.0,Customer Service,4.0,4.0,Medium,Married,Bachelor,3.6666666666666665,24.0,True,3.0,3.0,2.0,Highly Likely to Churn
516,New York,12.0,74500.0,Research and Development,3.0,3.5,Short,Single,High School,4.0,48.0,True,4.0,6.0,3.0,Moderately Likely to Churn
517,Dallas,5.0,69500.0,Research and Development,3.0,4.0,Medium,Married,Master,3.3333333333333335,18.0,True,2.0,0.0,2.0,Highly Likely to Churn
518,Scranton,2.0,48000.0,Accounting,1.0,3.5,Medium,Married,High School,3.0,88.0,True,4.0,0.0,3.0,Moderately Likely to Churn
519,Boston,13.0,66000.0,Procurement,3.0,4.0,Medium,Divorced,Bachelor,3.3333333333333335,,,3.0,2.0,2.0,Highly Likely to Churn
520,Boston,12.0,75500.0,Research and Development,3.0,4.0,Medium,Single,Bachelor,3.3333333333333335,,True,4.0,6.0,3.0,Moderately Likely to Churn
521,Boston,10.0,56500.0,Operations,,4.0,Short,Married,Bachelor,3.6666666666666665,24.0,True,3.0,4.0,2.0,Highly Likely to Churn
522,Philadelphia,9.0,64000.0,Customer Service,2.0,3.832455589941599,Medium,Single,High School,3.5949765580625135,47.94610038401808,True,2.100030816834538,1.0,2.3285214672181085,Highly Likely to Churn
523,Scranton,3.0,48500.0,Customer Service,5.0,5.0,Long,Married,Bachelor,4.0,12.0,True,3.0,0.0,2.0,Highly Likely to Churn
524,Seattle,6.0,67500.0,Operations,3.0,3.5,Medium,Single,Bachelor,3.0,24.0,True,3.0,0.0,3.0,Moderately Likely to Churn
525,Philadelphia,10.0,67500.0,Public Relations,2.0,3.5,Long,Divorced,High School,3.6666666666666665,,True,4.0,0.0,3.0,Moderately Likely to Churn
526,Scranton,14.0,53500.0,IT Support,3.0,3.5,Medium,Divorced,High School,3.6666666666666665,40.0,True,4.0,6.0,2.0,Highly Likely to Churn
527,Chicago,5.0,57000.0,Marketing,5.0,4.0,Short,Married,Bachelor,3.3333333333333335,30.0,True,3.0,0.0,2.0,Highly Likely to Churn
528,Philadelphia,1.0,65500.0,Accounting,4.0,3.0,Medium,Single,Bachelor,3.3333333333333335,36.0,True,4.0,0.0,3.0,Moderately Likely to Churn
529,Seattle,9.0,60500.0,Public Relations,2.0,4.0,Short,Married,Bachelor,3.6666666666666665,36.0,,4.0,0.0,3.0,Moderately Likely to Churn
530,Boston,9.0,54500.0,IT Support,1.0,4.0,Long,Married,High School,3.3333333333333335,80.0,,4.0,3.0,2.0,Highly Likely to Churn
531,Chicago,7.0,69000.0,Accounting,3.0,3.5,Long,Single,Bachelor,2.3333333333333335,12.0,True,3.0,0.0,1.0,Highly Likely to Churn
532,Chicago,9.0,62500.0,Legal,4.0,3.6094536807681097,Long,Divorced,Bachelor,4.908175797046646,18.717819563505866,True,4.340873140995655,1.0,2.6973431546189026,Moderately Likely to Churn
